class_name,class_tag,instructors,term,session,start_date,end_date,days,start_time,end_time,class_number,course_id,consent,enrolled,school,department,subject,location,units,course_component,grading_basis,cross_reg,exam/final_deadline,class_capacity,instruction_mode,curriculum_phase,visiting_clerks,required_course,distributional_electives,mds/mde_rec._elec.,up_project_based,up_concentration,up_methods,limited_enrollment,studio_option,academic_areas,waitlist,credit_type
Direction of Doctoral Dissertations,ENGLISH 398 012,['Stephen Greenblatt'],2023 Fall,Full Term,9/5/2023,12/5/2023,13560,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 012,['Stephen Greenblatt'],2024 Spring,Full Term,1/22/2024,4/24/2024,12696,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 013,['Ju Yon Kim'],2023 Fall,Full Term,9/5/2023,12/5/2023,13561,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 013,['Ju Yon Kim'],2024 Spring,Full Term,1/22/2024,4/24/2024,12697,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 014,['Deidre Lynch'],2023 Fall,Full Term,9/5/2023,12/5/2023,13562,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 014,['Deidre Lynch'],2024 Spring,Full Term,1/22/2024,4/24/2024,12698,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 015,['Louis Menand'],2023 Fall,Full Term,9/5/2023,12/5/2023,13563,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 015,['Louis Menand'],2024 Spring,Full Term,1/22/2024,4/24/2024,12699,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 016,['Derek Miller'],2023 Fall,Full Term,9/5/2023,12/5/2023,13564,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 016,['Derek Miller'],2024 Spring,Full Term,1/22/2024,4/24/2024,12700,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 017,['Elisa New'],2023 Fall,Full Term,9/5/2023,12/5/2023,13565,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 017,['Elisa New'],2024 Spring,Full Term,1/22/2024,4/24/2024,12701,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 018,['Beth Blum'],2023 Fall,Full Term,9/5/2023,12/5/2023,15124,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 018,['Sarah Dimick'],2024 Spring,Full Term,1/22/2024,4/24/2024,14385,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 019,['Sarah Dimick'],2023 Fall,Full Term,9/5/2023,12/5/2023,15125,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 019,['Jesse McCarthy'],2024 Spring,Full Term,1/22/2024,4/24/2024,14386,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 020,['Martin Puchner'],2023 Fall,Full Term,9/5/2023,12/5/2023,13566,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 020,['Martin Puchner'],2024 Spring,Full Term,1/22/2024,4/24/2024,12702,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 021,['Peter Sacks'],2023 Fall,Full Term,9/5/2023,12/5/2023,13567,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 021,['Peter Sacks'],2024 Spring,Full Term,1/22/2024,4/24/2024,12703,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 022,['Elaine Scarry'],2023 Fall,Full Term,9/5/2023,12/5/2023,13568,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 022,['Elaine Scarry'],2024 Spring,Full Term,1/22/2024,4/24/2024,12704,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 023,['Marc Shell'],2023 Fall,Full Term,9/5/2023,12/5/2023,13569,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 023,['Marc Shell'],2024 Spring,Full Term,1/22/2024,4/24/2024,12705,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 024,['James Simpson'],2023 Fall,Full Term,9/5/2023,12/5/2023,13570,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 024,['James Simpson'],2024 Spring,Full Term,1/22/2024,4/24/2024,12706,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 025,['John Stauffer'],2023 Fall,Full Term,9/5/2023,12/5/2023,13571,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 025,['John Stauffer'],2024 Spring,Full Term,1/22/2024,4/24/2024,12707,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 026,['Gordon Teskey'],2023 Fall,Full Term,9/5/2023,12/5/2023,13572,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 026,['Gordon Teskey'],2024 Spring,Full Term,1/22/2024,4/24/2024,12708,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 027,['Jesse McCarthy'],2023 Fall,Full Term,9/5/2023,12/5/2023,15126,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 027,['Vidyan Ravinthiran'],2024 Spring,Full Term,1/22/2024,4/24/2024,14387,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 028,['Vidyan Ravinthiran'],2023 Fall,Full Term,9/5/2023,12/5/2023,15127,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 028,['Kelly Rich'],2024 Spring,Full Term,1/22/2024,4/24/2024,14388,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 029,['Nicholas Watson'],2023 Fall,Full Term,9/5/2023,12/5/2023,13573,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 029,['Nicholas Watson'],2024 Spring,Full Term,1/22/2024,4/24/2024,12709,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 030,['Leah Whittington'],2023 Fall,Full Term,9/5/2023,12/5/2023,13574,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 030,['Leah Whittington'],2024 Spring,Full Term,1/22/2024,4/24/2024,12710,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 031,['James Wood'],2023 Fall,Full Term,9/5/2023,12/5/2023,13575,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 031,['James Wood'],2024 Spring,Full Term,1/22/2024,4/24/2024,12711,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 032,['Kelly Rich'],2023 Fall,Full Term,9/5/2023,12/5/2023,15128,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 032,['Anna Wilson'],2024 Spring,Full Term,1/22/2024,4/24/2024,14389,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 033,['Anna Wilson'],2023 Fall,Full Term,9/5/2023,12/5/2023,15129,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 033,['Beth Blum'],2024 Spring,Full Term,1/22/2024,4/24/2024,13324,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 034,['Namwali Serpell'],2023 Fall,Full Term,9/5/2023,12/5/2023,15377,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 034,['Namwali Serpell'],2024 Spring,Full Term,1/22/2024,4/24/2024,14664,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 035,['Tracy K. Smith'],2023 Fall,Full Term,9/5/2023,12/5/2023,15378,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 035,['Tracy K. Smith'],2024 Spring,Full Term,1/22/2024,4/24/2024,14665,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 036,['Tara Menon'],2023 Fall,Full Term,9/5/2023,12/5/2023,15379,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Direction of Doctoral Dissertations,ENGLISH 398 036,['Tara Menon'],2024 Spring,Full Term,1/22/2024,4/24/2024,14666,117540,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4-16,Doctoral Dissertation,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,ENGLISH 399 001,['Daniel Donoghue'],2023 Fall,Full Term,9/5/2023,12/5/2023,12965,111027,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,ENGLISH 399 002,['Homi Bhabha'],2023 Fall,Full Term,9/5/2023,12/5/2023,13607,111027,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,ENGLISH 399 002,['Homi Bhabha'],2024 Spring,Full Term,1/22/2024,4/24/2024,12738,111027,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,ENGLISH 399 003,['Stephanie Burt'],2023 Fall,Full Term,9/5/2023,12/5/2023,13500,111027,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,ENGLISH 399 003,['Stephanie Burt'],2024 Spring,Full Term,1/22/2024,4/24/2024,12685,111027,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,ENGLISH 399 004,['Glenda Carpio'],2023 Fall,Full Term,9/5/2023,12/5/2023,13608,111027,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,ENGLISH 399 004,['Glenda Carpio'],2024 Spring,Full Term,1/22/2024,4/24/2024,12739,111027,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,ENGLISH 399 005,['Amanda Claybaugh'],2023 Fall,Full Term,9/5/2023,12/5/2023,13609,111027,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,ENGLISH 399 005,['Amanda Claybaugh'],2024 Spring,Full Term,1/22/2024,4/24/2024,12740,111027,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,ENGLISH 399 006,['Daniel Donoghue'],2023 Fall,Full Term,9/5/2023,12/5/2023,13610,111027,Instructor,No Limit,Faculty of Arts & Sciences,English,English,4,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
